Trig_date,District,Chiefdom,Section,Name_of_community,Male_child,Male_Adult,Total_male,Female_child,Female_adult,Total_female,Chiefs,Youth_leaders,Religious_leaders,Police,Women_leaders,Health_workers,Children,ss_mc,ss_fc,ss_ma,ss_fa,r_mc,r_fc,r_ma,r_fa,d_mc,d_fc,d_ma,d_fa,b_mc,b_fc,b_ma,b_fa,cb_mc,cb_fc,cb_ma,cb_fa
2015-01-10,Port Loko,Buya Romende,Foredugu,Makabba,,,8,,,15,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Port Loko,Buya Romende,Mabureh Buya,Maforti,,,8,,,15,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Port Loko,Buya Romende,Robis Bana,Makolo,,,8,,,15,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Port Loko,Maforki,Gbonkomayira,Gbabali,,,8,,,15,1.0,2.0,2.0,0.0,1.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-10,Port Loko,Maforki,Gbonkomayira,Makelfa,,,8,,,15,1.0,3.0,2.0,0.0,1.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,Port Loko,Maforki,Mapoli,Robom,,,8,,,15,2.0,1.0,2.0,0.0,1.0,0.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Port Loko,Maforki,Masabay,Masabay,,,8,,,15,1.0,1.0,2.0,0.0,1.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Port Loko,Maforki,Masabay,Madora,,,8,,,15,1.0,1.0,2.0,0.0,1.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Port Loko,Maforki,Mathera,Rokontha,,,8,,,15,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-10,Port Loko,Kaffu-Bullom,Kasongha,Robombeh,,,8,,,15,1.0,2.0,2.0,0.0,1.0,2.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-05,Port Loko,Marampa,Magbela Makabo,Mabin,,,8,,,15,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-04,Port Loko,Marampa,Marampa,Maforkie,,,8,,,15,2.0,1.0,2.0,0.0,1.0,2.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-03,Port Loko,Koya,Robia,Roloko,,,8,,,15,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Port Loko,Maforki,Gbonkomayira,Gbabali,,,8,,,15,1.0,2.0,2.0,0.0,1.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Tonkolili,Kalansogoia,Songonie,Fenkebaya,,,8,,,15,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-14,Tonkolili,Kholifa Rowalla,Mayatha,Masoria,,,8,,,15,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Tonkolili,Malal Mara,Mabilafu,Mabilafu,,,8,,,15,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-13,Tonkolili,Kalansogoia,Bassaia/Songoni,Bashikoroh,,,8,,,15,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16,Tonkolili,Kunike Barina,Masaba,Gbi Kom,,,8,,,15,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Tonkolili,Kunike Barina,Mathonkara,Magbafth,,,8,,,15,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16,Tonkolili,Kunike Barina,Mathonkara,Makama,,,8,,,15,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Tonkolili,Gbonkolenken,Yele Manowa,Maranko,,,8,,,15,2.0,1.0,2.0,0.0,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16,Bombali,Sella Limba,Kayimbor,Kakuru,,,8,,,14,2.0,3.0,2.0,0.0,1.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Bombali,Sella Limba,Kamakwie,Kathumpeh,,,8,,,14,3.0,1.0,2.0,0.0,1.0,0.0,3.0,2,0.0,6.0,5.0,2.0,0.0,6.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2015-01-07,Kambia,Gbinleh Dixing,Tawuya,Tobo,,,8,,,14,1.0,1.0,1.0,0.0,1.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-18,Koinadugu,Wara-Wara Yagala,Yagala,Kafotho,,,8,,,14,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-30,Koinadugu,Wara-Wara Yagala,Yagala,Gbawuria 2,,,8,,,14,1.0,1.0,1.0,1.0,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-29,Koinadugu,Wara-Wara Bafodea,Kadanso,Kayeinbon,,,8,,,14,1.0,1.0,1.0,0.0,1.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-29,Koinadugu,Folosaba Dembelia,Musaia,Babarioh 1,,,8,,,14,1.0,1.0,0.0,0.0,1.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-30,Koinadugu,Folosaba Dembelia,Kamba,Kabasa,,,8,,,14,1.0,1.0,1.0,0.0,1.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-27,Port Loko,Maforki,Old Port Loko,Koroma Lane,,,8,,,14,1.0,1.0,1.0,0.0,1.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-27,Port Loko,Maforki,Falaba,Mission Road,,,8,,,14,1.0,1.0,2.0,1.0,2.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-11-26,Port Loko,Kaffu-Bullom,Yongro,Tholmossor 2,,,8,,,14,1.0,1.0,1.0,0.0,0.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-11-25,Port Loko,Kaffu-Bullom,Lungi,Lungi Town,,,8,,,14,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,8.0,2.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0
2014-11-25,Port Loko,Marampa,Path Bana ,New London Lunsar,,,8,,,14,1.0,1.0,2.0,0.0,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-28,Port Loko,Buya Romende,Rosint Buya,Masamu,,,8,,,14,1.0,1.0,1.0,0.0,1.0,0.0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-06,Port Loko,Maforki,Falaba,S.i Lodge,,,8,,,14,1.0,2.0,2.0,0.0,2.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-06,Port Loko,Buya Romende,Worreh Mapother,Wrreh Fullah 2,,,8,,,14,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-10,Port Loko,Buya Romende,Rosint,Kareneh,,,8,,,14,2.0,2.0,2.0,0.0,2.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Port Loko,Maforki,Sendugu,Kambia Road,,,8,,,14,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-10,Port Loko,Buya Romende,Rosint,Kareneh,,,8,,,14,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Tonkolili,Kalansogoia,Bassaia,Kagiada,,,8,,,14,2.0,2.0,2.0,0.0,2.0,2.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-13,Tonkolili,Kunike Barina,Mathonkara,Makoni Line,,,8,,,14,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-19,Koinadugu,Kasunko,Fadugu Madingo,Worehdalah,,,8,,,13,1.0,1.0,1.0,0.0,1.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Koinadugu,Wara-Wara Yagala,Heremakono,Lengekoro,,,8,,,13,1.0,2.0,2.0,0.0,2.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Tonkolili,Sambaia,Sambaia,Gberikoro3,,,8,,,13,1.0,1.0,1.0,0.0,2.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-03,Port Loko,Kaffu-Bullom,Yongro,Kalba,,,8,,,13,1.0,1.0,1.0,0.0,1.0,0.0,5.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Port Loko,Buya Romende,Rosint,Kalangba,,,8,,,13,2.0,1.0,1.0,0.0,1.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-15,Bombali,Gbanti Kamaranka,Kambia,Mathas,,,8,,,12,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16,Bombali,Gbanti Kamaranka,Gbankfay,Patifu,,,8,,,12,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Kambia,Magbema,Robart,Rothun,,,8,,,12,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-27,Kambia,Tonko Limba,Yebaya,Kabat,,,8,,,12,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-16,Koinadugu,Wara-Wara Yagala,Yagala,Kamakaday,,,8,,,12,1.0,0.0,0.0,0.0,1.0,0.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-19,Koinadugu,Folosaba Dembelia,Kamba,Sulunbenah,,,8,,,12,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Koinadugu,Folosaba Dembelia,Musaia,Hogur 1,,,8,,,12,1.0,1.0,1.0,0.0,1.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-29,Kono,Njakor,Njakor,Komba-Baadu,,,8,,,12,1.0,1.0,1.0,0.0,1.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-28,Kono,Gbayafe,Gbayafe,Yegbeda,,,8,,,12,2.0,1.0,1.0,0.0,1.0,0.0,4.0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-30,Kono,Moindekoh,Moindekoh,Koidu Woar,,,8,,,12,1.0,1.0,2.0,0.0,1.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-28,Kono,Woefeh,Woefeh,Bondordu,,,8,,,12,2.0,2.0,1.0,0.0,2.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-29,Kono,Nimiyama,Peyifeh,Freetown,,,8,,,12,1.0,1.0,1.0,0.0,1.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-30,Kono,Nimikoro,Njaiama,Nyanduhun,,,8,,,12,2.0,1.0,1.0,0.0,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-27,Kono,Gbane Kandor,Gbane,Mankongor,,,8,,,12,1.0,1.0,2.0,0.0,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-30,Kono,Gbane Kandor,Gbane,Somah,,,8,,,12,2.0,1.0,2.0,0.0,0.0,0.0,5.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-28,Kono,Mafindor,Kuttay,Keledu,,,8,,,12,1.0,1.0,1.0,0.0,1.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-13,Moyamba,Fakunya,Mende Gelema,Morkuloh,,,8,,,12,1.0,1.0,1.0,0.0,1.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2014-11-28,Port Loko,Koya,Gbabai,Ro-Lal,,,8,,,12,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-26,Port Loko,Maforki,Old Port Loko,Kabia Lane,,,8,,,12,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-27,Port Loko,Maforki,Kondaeto,Lunsar Road,,,8,,,12,2.0,3.0,1.0,0.0,1.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0
2014-11-25,Port Loko,Marampa,Magbela Makabo,Lal Soso Village ,,,8,,,12,1.0,1.0,2.0,0.0,2.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0
2015-01-07,Port Loko,Maforki,Potho-Case,Rokupe,,,8,,,12,1.0,0.0,1.0,0.0,1.0,2.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-03,Port Loko,Koya,Mahera,Bathsemp,,,8,,,12,2.0,2.0,1.0,0.0,2.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-14,Tonkolili,Kafe Simiria,Makonthandae,Bolia,,,8,,,12,3.0,1.0,2.0,0.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Tonkolili,Kafe Simiria,Makonthandae,Bradalla,,,8,,,12,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2015-01-16,Tonkolili,Kholifa Mabang,Rokankrr,Upper Rokankrr,,,8,,,12,2.0,1.0,2.0,0.0,2.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015-01-13,Tonkolili,Sambaia,Dayie,Kholifaga Kokoma,,,8,,,12,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Tonkolili,Sambaia,Dayie,Gbankoro,,,8,,,12,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Tonkolili,Kalansogoia,Bassaia/Songoni,Bargalio,,,8,,,12,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16,Tonkolili,Kholifa Rowalla,Mayosor,Mayosor Line,,,8,,,12,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,Tonkolili,Kunike Barina,Makong ,Rocamp,,,8,,,12,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-14,Tonkolili,Gbonkolenken,Matamp,Mathonow,,,8,,,12,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015-01-14,Tonkolili,Yoni,Roruks,Mamankara,,,8,,,12,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-14,Tonkolili,Yoni,Mile 91,Rochain Junction,,,8,,,12,2.0,2.0,1.0,0.0,2.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-12-03,Port Loko,Maforki,Masabay,Rabarreh,,,8,,,12,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-05,Port Loko,Maforki,Sendugu,Watfa Street,,,8,,,12,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Port Loko,Koya,Mawoma,Makali,,,8,,,12,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2015-01-09,Port Loko,Koya,Magbenie,Magbenie,,,8,,,12,2.0,1.0,2.0,0.0,1.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2015-01-08,Port Loko,Marampa,Marampa,Rokefay,,,8,,,12,2.0,1.0,2.0,0.0,2.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2015-01-08,Port Loko,Marampa,Fore Road Baka,Dawson Cross,,,8,,,12,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Port Loko,Marampa,Fore Road Baka,Saccoh Street,,,8,,,12,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-10,Port Loko,Marampa,Technical,Malton Street,,,8,,,12,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,Port Loko,Maforki,Thawuya,Massesseh,,,8,,,12,2.0,1.0,2.0,0.0,1.0,1.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-10,Port Loko,Maforki,Thawuya,Mamonko,,,8,,,12,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,Port Loko,Maforki,Falaba,Easy Corner,,,8,,,12,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
